,T,RH,WS,Rs,P
2001-01-18 15:00:00,24.73,9.06,2.02,1.27,98.83
2001-01-18 16:00:00,21.83,11.7,1.18,0.54,98.85
2001-01-18 17:00:00,17.62,13.87,1.56,0.04,98.9
2001-01-18 18:00:00,15.83,15.02,1.8,0.0,98.99
2001-01-18 19:00:00,14.76,15.82,2.01,0.0,99.06
2001-01-18 20:00:00,13.85,16.68,2.09,0.0,99.09
2001-01-18 21:00:00,13.12,17.6,2.1,0.0,99.08
2001-01-18 22:00:00,12.21,18.79,2.11,0.0,99.06
2001-01-18 23:00:00,11.4,19.93,2.08,0.0,99.01
2001-01-19 00:00:00,10.74,20.7,2.06,0.0,98.99
2001-01-19 01:00:00,10.16,21.38,2.03,0.0,98.96
2001-01-19 02:00:00,9.59,22.21,2.0,0.0,98.93
2001-01-19 03:00:00,9.03,23.33,1.94,0.0,98.91
2001-01-19 04:00:00,8.49,24.49,1.88,0.0,98.92
2001-01-19 05:00:00,8.0,25.63,1.78,0.0,98.97
2001-01-19 06:00:00,7.58,26.7,1.7,0.0,99.04
2001-01-19 07:00:00,9.03,24.35,1.67,0.17,99.12
2001-01-19 08:00:00,12.69,19.1,3.06,0.82,99.19
2001-01-19 09:00:00,15.47,16.05,2.42,1.49,99.25
2001-01-19 10:00:00,20.06,12.22,2.62,2.06,99.24
2001-01-19 11:00:00,23.12,10.91,1.95,2.4,99.15
2001-01-19 12:00:00,24.25,10.96,1.06,2.51,99.03
2001-01-19 13:00:00,24.82,11.09,0.67,2.33,98.91
2001-01-19 14:00:00,24.91,11.17,0.66,1.89,98.82
2001-01-19 15:00:00,24.47,11.41,0.92,1.26,98.78
2001-01-19 16:00:00,22.2,13.62,0.86,0.54,98.77
2001-01-19 17:00:00,18.47,15.81,1.4,0.04,98.79
2001-01-19 18:00:00,16.17,17.44,1.56,0.0,98.85
2001-01-19 19:00:00,14.7,18.32,1.67,0.0,98.91
2001-01-19 20:00:00,13.56,18.92,1.74,0.0,98.96
2001-01-19 21:00:00,12.57,19.64,1.76,0.0,98.98
2001-01-19 22:00:00,11.7,20.69,1.74,0.0,98.97
2001-01-19 23:00:00,10.91,21.79,1.72,0.0,98.95
2001-01-20 00:00:00,10.2,22.98,1.7,0.0,98.94
2001-01-20 01:00:00,9.56,24.11,1.7,0.0,98.93
2001-01-20 02:00:00,8.98,25.07,1.69,0.0,98.91
2001-01-20 03:00:00,8.46,25.96,1.64,0.0,98.89
2001-01-20 04:00:00,8.06,26.68,1.58,0.0,98.88
2001-01-20 05:00:00,7.72,27.31,1.55,0.0,98.9
2001-01-20 06:00:00,7.46,27.81,1.54,0.0,98.95
2001-01-20 07:00:00,8.81,25.53,1.39,0.17,99.02
2001-01-20 08:00:00,12.89,19.58,2.6,0.82,99.07
2001-01-20 09:00:00,15.66,16.55,2.03,1.49,99.13
2001-01-20 10:00:00,19.95,12.9,1.54,2.04,99.12
2001-01-20 11:00:00,22.87,10.95,1.06,2.37,99.04
2001-01-20 12:00:00,23.79,10.24,0.37,2.48,98.92
2001-01-20 13:00:00,24.35,9.73,0.41,2.31,98.81
2001-01-20 14:00:00,24.57,9.44,0.85,1.88,98.71
2001-01-20 15:00:00,24.21,9.54,1.05,1.26,98.64
2001-01-20 16:00:00,22.32,11.5,0.75,0.55,98.6
2001-01-20 17:00:00,19.66,12.44,1.11,0.04,98.61
2001-01-20 18:00:00,18.2,13.26,1.26,0.0,98.67
2001-01-20 19:00:00,17.12,14.12,1.3,0.0,98.72
2001-01-20 20:00:00,16.29,14.72,1.29,0.0,98.74
2001-01-20 21:00:00,15.83,15.07,1.2,0.0,98.75
2001-01-20 22:00:00,15.7,15.2,0.96,0.0,98.75
2001-01-20 23:00:00,15.41,15.39,0.64,0.0,98.71
2001-01-21 00:00:00,15.04,15.75,0.44,0.0,98.67
2001-01-21 01:00:00,14.35,16.46,0.65,0.0,98.63
2001-01-21 02:00:00,13.51,17.48,0.9,0.0,98.59
2001-01-21 03:00:00,12.55,18.71,1.14,0.0,98.54
2001-01-21 04:00:00,11.37,20.34,1.37,0.0,98.51
2001-01-21 05:00:00,10.07,22.31,1.53,0.0,98.53
2001-01-21 06:00:00,8.91,24.13,1.64,0.0,98.58
2001-01-21 07:00:00,10.19,22.16,1.88,0.18,98.64
2001-01-21 08:00:00,14.37,16.94,3.93,0.85,98.69
2001-01-21 09:00:00,17.49,15.38,3.59,1.52,98.74
2001-01-21 10:00:00,21.73,21.42,3.47,2.06,98.72
2001-01-21 11:00:00,23.36,23.89,3.46,2.38,98.62
2001-01-21 12:00:00,24.3,24.46,3.62,2.45,98.49
2001-01-21 13:00:00,24.84,24.81,3.86,2.26,98.36
2001-01-21 14:00:00,24.89,25.21,4.0,1.83,98.27
2001-01-21 15:00:00,24.36,26.01,3.9,1.21,98.22
2001-01-21 16:00:00,22.52,29.06,2.33,0.51,98.21
2001-01-21 17:00:00,18.5,37.54,1.42,0.04,98.25
2001-01-21 18:00:00,17.14,41.26,1.45,0.0,98.32
2001-01-21 19:00:00,16.19,44.28,1.44,0.0,98.4
2001-01-21 20:00:00,15.45,46.45,1.41,0.0,98.44
2001-01-21 21:00:00,15.06,47.36,1.35,0.0,98.45
2001-01-21 22:00:00,15.06,46.8,1.23,0.0,98.43
2001-01-21 23:00:00,15.21,45.78,1.01,0.0,98.38
2001-01-22 00:00:00,15.19,45.36,0.71,0.0,98.33
2001-01-22 01:00:00,14.89,46.13,0.54,0.0,98.29
2001-01-22 02:00:00,14.15,48.67,0.72,0.0,98.25
2001-01-22 03:00:00,13.04,52.83,1.03,0.0,98.23
2001-01-22 04:00:00,11.58,58.63,1.31,0.0,98.25
2001-01-22 05:00:00,10.16,64.47,1.47,0.0,98.31
2001-01-22 06:00:00,9.33,66.75,1.71,0.0,98.38
2001-01-22 07:00:00,10.64,57.51,2.42,0.16,98.47
2001-01-22 08:00:00,13.37,43.45,4.17,0.76,98.54
2001-01-22 09:00:00,16.21,31.57,3.84,1.43,98.58
2001-01-22 10:00:00,19.62,21.12,4.38,2.0,98.59
2001-01-22 11:00:00,22.15,16.05,5.62,2.38,98.54
2001-01-22 12:00:00,22.75,15.12,6.35,2.49,98.45
2001-01-22 13:00:00,22.65,14.92,6.73,2.31,98.39
2001-01-22 14:00:00,22.08,14.79,6.69,1.88,98.35
2001-01-22 15:00:00,21.11,14.68,6.24,1.27,98.34
2001-01-22 16:00:00,19.37,15.51,4.62,0.57,98.35
2001-01-22 17:00:00,15.16,20.07,2.37,0.05,98.39
2001-01-22 18:00:00,13.45,23.16,2.15,0.0,98.49
2001-01-22 19:00:00,12.36,26.1,1.88,0.0,98.56
2001-01-22 20:00:00,11.57,28.78,1.6,0.0,98.59
2001-01-22 21:00:00,11.67,29.05,1.41,0.0,98.57
2001-01-22 22:00:00,12.24,27.75,1.07,0.0,98.56
2001-01-22 23:00:00,11.79,27.9,0.88,0.0,98.55
2001-01-23 00:00:00,10.32,29.25,1.11,0.0,98.54
2001-01-23 01:00:00,8.59,30.17,1.31,0.0,98.53
2001-01-23 02:00:00,7.37,29.4,1.41,0.0,98.51
2001-01-23 03:00:00,6.51,27.92,1.43,0.0,98.51
2001-01-23 04:00:00,5.85,27.01,1.41,0.0,98.53
2001-01-23 05:00:00,5.29,27.21,1.38,0.0,98.57
2001-01-23 06:00:00,4.84,27.73,1.35,0.0,98.65
2001-01-23 07:00:00,6.28,25.28,1.1,0.24,98.75
2001-01-23 08:00:00,9.39,20.6,1.75,1.0,98.85
2001-01-23 09:00:00,12.46,17.36,1.24,1.72,98.93
2001-01-23 10:00:00,16.5,14.56,1.04,2.28,98.95
2001-01-23 11:00:00,19.68,12.05,0.64,2.6,98.89
2001-01-23 12:00:00,22.19,9.31,1.14,2.57,98.8
2001-01-23 13:00:00,23.12,8.18,2.28,2.38,98.73
2001-01-23 14:00:00,23.12,8.06,2.94,1.95,98.69
2001-01-23 15:00:00,22.42,8.53,3.22,1.33,98.69
2001-01-23 16:00:00,19.97,10.93,1.89,0.6,98.71
2001-01-23 17:00:00,15.31,15.5,1.6,0.05,98.77
2001-01-23 18:00:00,13.7,18.63,1.78,0.0,98.87
2001-01-23 19:00:00,12.67,21.79,1.88,0.0,98.97
2001-01-23 20:00:00,11.68,25.0,1.85,0.0,99.02
2001-01-23 21:00:00,10.76,27.93,1.76,0.0,99.05
2001-01-23 22:00:00,9.96,30.38,1.64,0.0,99.05
2001-01-23 23:00:00,9.29,32.18,1.54,0.0,99.04
2001-01-24 00:00:00,8.83,33.33,1.48,0.0,99.03
2001-01-24 01:00:00,8.5,34.23,1.44,0.0,99.02
2001-01-24 02:00:00,8.18,35.26,1.43,0.0,99.0
2001-01-24 03:00:00,7.87,36.6,1.4,0.0,98.98
2001-01-24 04:00:00,7.58,37.79,1.39,0.0,98.98
2001-01-24 05:00:00,7.34,39.06,1.36,0.0,99.04
2001-01-24 06:00:00,7.2,40.08,1.33,0.0,99.1
2001-01-24 07:00:00,8.15,38.33,1.11,0.2,99.17
2001-01-24 08:00:00,11.5,30.99,1.81,0.89,99.25
2001-01-24 09:00:00,14.24,26.11,1.6,1.61,99.31
2001-01-24 10:00:00,18.5,18.11,1.85,2.18,99.31
2001-01-24 11:00:00,20.76,12.8,2.37,2.53,99.2
2001-01-24 12:00:00,21.79,10.9,2.32,2.64,99.06
2001-01-24 13:00:00,22.3,10.03,2.3,2.44,98.94
2001-01-24 14:00:00,22.34,9.64,2.38,2.0,98.86
2001-01-24 15:00:00,21.8,9.78,2.36,1.37,98.82
2001-01-24 16:00:00,19.43,11.95,1.16,0.62,98.81
2001-01-24 17:00:00,16.24,13.92,1.32,0.06,98.83
2001-01-24 18:00:00,15.18,14.91,1.36,0.0,98.9
2001-01-24 19:00:00,14.63,15.46,1.31,0.0,98.98
2001-01-24 20:00:00,14.41,15.69,1.16,0.0,99.01
2001-01-24 21:00:00,14.42,15.67,0.92,0.0,98.99
2001-01-24 22:00:00,14.07,16.03,0.71,0.0,98.94
2001-01-24 23:00:00,13.4,16.73,0.81,0.0,98.87
2001-01-25 00:00:00,12.48,17.76,1.09,0.0,98.82
2001-01-25 01:00:00,11.3,19.3,1.31,0.0,98.77
2001-01-25 02:00:00,10.41,20.47,1.43,0.0,98.73
2001-01-25 03:00:00,9.8,21.45,1.48,0.0,98.7
2001-01-25 04:00:00,9.18,22.51,1.53,0.0,98.71
2001-01-25 05:00:00,8.57,23.47,1.57,0.0,98.76
2001-01-25 06:00:00,7.94,24.65,1.6,0.0,98.82
2001-01-25 07:00:00,8.8,23.55,1.45,0.22,98.87
2001-01-25 08:00:00,13.33,17.54,2.89,0.95,98.92
2001-01-25 09:00:00,16.35,14.53,3.04,1.67,98.98
2001-01-25 10:00:00,21.01,9.9,3.23,2.24,98.98
2001-01-25 11:00:00,23.25,7.85,3.65,2.56,98.88
2001-01-25 12:00:00,24.39,7.06,3.85,2.63,98.77
2001-01-25 13:00:00,25.03,6.64,4.03,2.45,98.68
2001-01-25 14:00:00,25.11,6.45,4.0,2.02,98.61
2001-01-25 15:00:00,24.52,6.58,3.69,1.4,98.57
2001-01-25 16:00:00,21.58,8.66,1.68,0.66,98.57
2001-01-25 17:00:00,17.75,10.37,1.53,0.06,98.61
2001-01-25 18:00:00,17.28,10.12,1.5,0.0,98.69
2001-01-25 19:00:00,17.34,9.85,1.35,0.0,98.73
2001-01-25 20:00:00,16.82,10.1,1.31,0.0,98.76
2001-01-25 21:00:00,15.81,10.77,1.39,0.0,98.76
2001-01-25 22:00:00,14.49,11.73,1.53,0.0,98.75
2001-01-25 23:00:00,13.06,12.86,1.63,0.0,98.72
2001-01-26 00:00:00,11.88,14.01,1.67,0.0,98.69
2001-01-26 01:00:00,11.04,14.8,1.67,0.0,98.64
2001-01-26 02:00:00,10.52,15.32,1.66,0.0,98.61
2001-01-26 03:00:00,10.18,15.67,1.63,0.0,98.59
2001-01-26 04:00:00,9.9,15.84,1.61,0.0,98.62
2001-01-26 05:00:00,9.63,16.01,1.59,0.0,98.68
2001-01-26 06:00:00,9.28,16.27,1.57,0.0,98.76
2001-01-26 07:00:00,10.41,15.1,1.43,0.23,98.85
2001-01-26 08:00:00,14.41,11.81,2.76,0.96,98.93
2001-01-26 09:00:00,17.23,10.67,2.68,1.69,99.0
2001-01-26 10:00:00,20.75,11.09,2.81,2.26,98.98
2001-01-26 11:00:00,23.78,10.83,2.91,2.61,98.91
2001-01-26 12:00:00,25.48,10.85,3.08,2.71,98.81
2001-01-26 13:00:00,26.14,10.98,3.25,2.53,98.73
2001-01-26 14:00:00,26.25,11.28,3.26,2.1,98.67
2001-01-26 15:00:00,25.75,11.8,3.09,1.47,98.65
2001-01-26 16:00:00,23.33,14.02,1.57,0.71,98.64
2001-01-26 17:00:00,19.03,18.41,1.5,0.07,98.67
2001-01-26 18:00:00,17.33,20.66,1.62,0.0,98.73
2001-01-26 19:00:00,16.1,22.44,1.65,0.0,98.79
2001-01-26 20:00:00,14.96,23.87,1.68,0.0,98.82
2001-01-26 21:00:00,13.96,25.27,1.68,0.0,98.83
2001-01-26 22:00:00,13.12,26.58,1.64,0.0,98.83
2001-01-26 23:00:00,12.48,27.49,1.59,0.0,98.8
2001-01-27 00:00:00,12.13,28.13,1.52,0.0,98.78
2001-01-27 01:00:00,12.05,28.27,1.47,0.0,98.75
2001-01-27 02:00:00,12.02,28.43,1.39,0.0,98.72
2001-01-27 03:00:00,11.94,28.69,1.32,0.0,98.71
2001-01-27 04:00:00,11.73,29.09,1.27,0.0,98.73
2001-01-27 05:00:00,11.39,29.89,1.24,0.0,98.77
2001-01-27 06:00:00,11.03,30.74,1.24,0.0,98.82
2001-01-27 07:00:00,11.73,29.49,1.07,0.24,98.88
2001-01-27 08:00:00,14.82,24.12,1.33,0.99,98.98
2001-01-27 09:00:00,17.49,20.36,0.98,1.72,99.05
2001-01-27 10:00:00,22.19,14.32,1.83,2.29,99.05
2001-01-27 11:00:00,25.14,10.59,3.25,2.64,98.99
2001-01-27 12:00:00,26.12,9.51,3.22,2.73,98.88
2001-01-27 13:00:00,26.59,8.93,2.98,2.55,98.78
2001-01-27 14:00:00,26.47,8.66,2.61,2.13,98.7
2001-01-27 15:00:00,25.68,8.83,2.11,1.5,98.65
2001-01-27 16:00:00,23.31,10.73,1.04,0.74,98.66
2001-01-27 17:00:00,20.1,11.92,1.25,0.08,98.69
2001-01-27 18:00:00,18.56,12.46,1.37,0.0,98.77
2001-01-27 19:00:00,17.55,12.81,1.39,0.0,98.83
2001-01-27 20:00:00,16.92,13.01,1.36,0.0,98.88
2001-01-27 21:00:00,16.4,13.19,1.31,0.0,98.89
2001-01-27 22:00:00,15.76,13.66,1.31,0.0,98.88
2001-01-27 23:00:00,15.16,14.1,1.32,0.0,98.87
2001-01-28 00:00:00,14.66,14.56,1.31,0.0,98.85
2001-01-28 01:00:00,14.24,14.95,1.29,0.0,98.82
2001-01-28 02:00:00,13.79,15.39,1.28,0.0,98.77
2001-01-28 03:00:00,13.19,15.89,1.32,0.0,98.72
2001-01-28 04:00:00,12.41,16.72,1.41,0.0,98.73
2001-01-28 05:00:00,11.46,17.93,1.52,0.0,98.77
2001-01-28 06:00:00,10.47,19.16,1.61,0.0,98.83
2001-01-28 07:00:00,11.26,18.43,1.48,0.26,98.88
2001-01-28 08:00:00,15.82,13.88,2.74,1.03,98.94
2001-01-28 09:00:00,18.69,11.72,2.58,1.76,98.98
2001-01-28 10:00:00,22.78,9.74,1.6,2.32,98.95
2001-01-28 11:00:00,25.04,9.04,1.47,2.65,98.86
2001-01-28 12:00:00,25.95,8.46,1.0,2.7,98.75
2001-01-28 13:00:00,26.37,8.2,0.44,2.52,98.67
2001-01-28 14:00:00,26.27,8.25,0.28,2.02,98.58
2001-01-28 15:00:00,25.76,8.49,0.45,1.34,98.53
2001-01-28 16:00:00,24.58,10.03,0.29,0.61,98.51
2001-01-28 17:00:00,22.88,10.49,0.22,0.06,98.53
2001-01-28 18:00:00,21.76,10.69,0.56,0.0,98.56
2001-01-28 19:00:00,20.6,11.35,0.8,0.0,98.6
2001-01-28 20:00:00,19.57,11.96,0.95,0.0,98.61
2001-01-28 21:00:00,18.47,12.58,1.1,0.0,98.58
2001-01-28 22:00:00,17.27,13.24,1.26,0.0,98.54
2001-01-28 23:00:00,15.8,14.1,1.44,0.0,98.5
2001-01-29 00:00:00,14.27,15.06,1.59,0.0,98.46
2001-01-29 01:00:00,12.82,15.91,1.66,0.0,98.44
2001-01-29 02:00:00,11.59,16.67,1.72,0.0,98.42
2001-01-29 03:00:00,10.79,17.22,1.84,0.0,98.42
2001-01-29 04:00:00,10.25,17.6,2.02,0.0,98.46
2001-01-29 05:00:00,9.87,17.94,2.23,0.0,98.51
2001-01-29 06:00:00,9.55,18.47,2.38,0.0,98.57
2001-01-29 07:00:00,11.87,16.06,3.0,0.23,98.65
2001-01-29 08:00:00,15.66,12.74,4.51,0.95,98.71
2001-01-29 09:00:00,18.96,10.56,3.67,1.66,98.75
2001-01-29 10:00:00,23.88,8.29,2.97,2.23,98.72
2001-01-29 11:00:00,26.41,8.14,2.2,2.55,98.64
2001-01-29 12:00:00,27.34,8.3,2.38,2.63,98.54
2001-01-29 13:00:00,27.83,8.48,2.75,2.48,98.44
2001-01-29 14:00:00,27.92,8.98,3.21,2.05,98.39
2001-01-29 15:00:00,27.47,10.07,3.56,1.44,98.36
2001-01-29 16:00:00,25.36,12.72,2.24,0.7,98.36
2001-01-29 17:00:00,20.65,18.74,1.64,0.08,98.39
2001-01-29 18:00:00,19.13,23.17,1.8,0.0,98.47
2001-01-29 19:00:00,18.27,27.92,2.01,0.0,98.54
2001-01-29 20:00:00,17.52,32.75,2.28,0.0,98.57
2001-01-29 21:00:00,16.66,36.58,2.47,0.0,98.59
2001-01-29 22:00:00,15.69,38.74,2.41,0.0,98.59
2001-01-29 23:00:00,14.72,39.06,2.11,0.0,98.57
2001-01-30 00:00:00,13.82,37.6,1.77,0.0,98.53
2001-01-30 01:00:00,13.0,35.23,1.59,0.0,98.5
2001-01-30 02:00:00,12.15,32.57,1.55,0.0,98.47
2001-01-30 03:00:00,11.31,30.07,1.51,0.0,98.47
2001-01-30 04:00:00,10.55,28.05,1.35,0.0,98.49
2001-01-30 05:00:00,10.04,26.34,1.17,0.0,98.54
2001-01-30 06:00:00,9.84,24.89,1.07,0.0,98.6
2001-01-30 07:00:00,11.34,21.47,1.15,0.21,98.67
2001-01-30 08:00:00,13.81,17.47,1.99,0.9,98.73
2001-01-30 09:00:00,17.26,13.52,2.1,1.61,98.77
2001-01-30 10:00:00,21.04,10.87,2.81,2.17,98.74
2001-01-30 11:00:00,23.61,11.3,3.78,2.51,98.67
2001-01-30 12:00:00,25.25,12.84,4.68,2.51,98.59
2001-01-30 13:00:00,25.84,13.67,5.28,2.35,98.52
2001-01-30 14:00:00,25.64,13.77,5.36,1.94,98.46
2001-01-30 15:00:00,24.76,13.4,5.09,1.34,98.43
2001-01-30 16:00:00,22.99,13.05,4.09,0.64,98.45
2001-01-30 17:00:00,18.3,13.91,2.33,0.07,98.5
2001-01-30 18:00:00,16.16,11.63,2.48,0.0,98.57
2001-01-30 19:00:00,14.75,9.91,2.53,0.0,98.63
2001-01-30 20:00:00,13.54,9.6,2.59,0.0,98.68
2001-01-30 21:00:00,12.48,9.86,2.7,0.0,98.69
2001-01-30 22:00:00,11.4,10.47,2.8,0.0,98.68
2001-01-30 23:00:00,10.34,11.35,2.95,0.0,98.66
2001-01-31 00:00:00,9.24,12.49,3.03,0.0,98.64
2001-01-31 01:00:00,8.11,14.07,2.96,0.0,98.61
2001-01-31 02:00:00,6.89,16.08,2.62,0.0,98.57
2001-01-31 03:00:00,5.66,18.37,2.2,0.0,98.54
2001-01-31 04:00:00,4.54,20.61,1.8,0.0,98.54
2001-01-31 05:00:00,3.66,22.73,1.5,0.0,98.57
2001-01-31 06:00:00,3.09,24.3,1.37,0.0,98.63
2001-01-31 07:00:00,5.33,21.31,1.91,0.33,98.72
2001-01-31 08:00:00,8.13,18.04,2.62,1.16,98.82
2001-01-31 09:00:00,11.79,14.58,2.27,1.91,98.88
2001-01-31 10:00:00,16.07,10.69,2.33,2.49,98.89
2001-01-31 11:00:00,19.49,7.08,2.72,2.84,98.84
2001-01-31 12:00:00,20.82,6.13,2.92,2.92,98.77
2001-01-31 13:00:00,21.51,5.62,2.98,2.74,98.69
2001-01-31 14:00:00,21.72,5.36,2.95,2.3,98.65
2001-01-31 15:00:00,21.29,5.51,2.8,1.65,98.62
2001-01-31 16:00:00,19.36,6.84,1.67,0.86,98.63
2001-01-31 17:00:00,15.04,9.08,1.44,0.11,98.66
2001-01-31 18:00:00,13.41,9.69,1.58,0.0,98.73
2001-01-31 19:00:00,12.28,10.44,1.62,0.0,98.78
2001-01-31 20:00:00,11.04,11.46,1.66,0.0,98.8
2001-01-31 21:00:00,9.83,12.81,1.74,0.0,98.8
2001-01-31 22:00:00,8.8,14.57,1.85,0.0,98.79
2001-01-31 23:00:00,7.94,16.78,1.95,0.0,98.77
2001-02-01 00:00:00,7.18,19.39,1.98,0.0,98.75
2001-02-01 01:00:00,6.48,21.98,1.94,0.0,98.72
2001-02-01 02:00:00,5.86,24.13,1.85,0.0,98.69
2001-02-01 03:00:00,5.34,25.72,1.73,0.0,98.68
2001-02-01 04:00:00,4.98,26.56,1.6,0.0,98.7
2001-02-01 05:00:00,4.87,26.78,1.52,0.0,98.75
2001-02-01 06:00:00,4.97,26.43,1.43,0.0,98.82
2001-02-01 07:00:00,6.84,23.08,1.09,0.3,98.89
2001-02-01 08:00:00,10.31,18.13,1.85,1.1,98.98
2001-02-01 09:00:00,13.33,14.76,1.22,1.86,99.05
2001-02-01 10:00:00,18.37,9.49,1.67,2.46,99.05
2001-02-01 11:00:00,20.83,7.17,1.77,2.81,98.97
2001-02-01 12:00:00,21.94,6.45,1.87,2.84,98.86
2001-02-01 13:00:00,22.55,6.03,2.34,2.66,98.77
2001-02-01 14:00:00,22.61,5.95,2.75,2.23,98.7
2001-02-01 15:00:00,22.04,6.1,2.99,1.58,98.67
2001-02-01 16:00:00,20.1,7.21,2.05,0.8,98.68
2001-02-01 17:00:00,15.11,10.06,1.51,0.1,98.72
2001-02-01 18:00:00,13.23,11.06,1.66,0.0,98.8
2001-02-01 19:00:00,12.15,11.77,1.7,0.0,98.88
2001-02-01 20:00:00,11.25,12.62,1.69,0.0,98.92
2001-02-01 21:00:00,10.53,13.49,1.67,0.0,98.92
2001-02-01 22:00:00,9.99,14.11,1.65,0.0,98.9
2001-02-01 23:00:00,9.68,14.67,1.61,0.0,98.86
2001-02-02 00:00:00,9.57,15.17,1.53,0.0,98.83
2001-02-02 01:00:00,9.45,15.55,1.45,0.0,98.79
2001-02-02 02:00:00,9.34,16.07,1.34,0.0,98.75
2001-02-02 03:00:00,9.25,16.57,1.22,0.0,98.72
2001-02-02 04:00:00,9.14,17.11,1.1,0.0,98.75
2001-02-02 05:00:00,8.87,17.85,1.04,0.0,98.8
2001-02-02 06:00:00,8.34,18.94,1.09,0.0,98.85
2001-02-02 07:00:00,8.73,19.03,1.07,0.31,98.93
2001-02-02 08:00:00,11.88,15.88,1.84,1.11,99.01
2001-02-02 09:00:00,14.69,13.42,1.59,1.86,99.09
2001-02-02 10:00:00,19.48,8.65,1.9,2.44,99.1
2001-02-02 11:00:00,21.59,7.03,2.88,2.78,99.04
2001-02-02 12:00:00,22.5,6.47,2.98,2.83,98.93
2001-02-02 13:00:00,22.98,6.11,3.0,2.65,98.83
2001-02-02 14:00:00,23.07,5.9,2.91,2.21,98.75
2001-02-02 15:00:00,22.6,5.95,2.56,1.57,98.71
2001-02-02 16:00:00,20.51,7.69,1.21,0.78,98.71
2001-02-02 17:00:00,17.68,8.62,1.17,0.1,98.72
2001-02-02 18:00:00,16.88,8.83,1.13,0.0,98.77
2001-02-02 19:00:00,16.55,9.1,0.93,0.0,98.82
2001-02-02 20:00:00,16.21,9.39,0.74,0.0,98.85
2001-02-02 21:00:00,15.8,9.64,0.53,0.0,98.85
2001-02-02 22:00:00,15.3,9.95,0.36,0.0,98.83
2001-02-02 23:00:00,14.65,10.47,0.32,0.0,98.78
2001-02-03 00:00:00,13.87,10.91,0.54,0.0,98.75
2001-02-03 01:00:00,13.07,11.48,0.89,0.0,98.7
2001-02-03 02:00:00,11.76,12.63,1.21,0.0,98.65
2001-02-03 03:00:00,10.36,13.85,1.45,0.0,98.61
2001-02-03 04:00:00,8.98,15.33,1.63,0.0,98.59
2001-02-03 05:00:00,7.84,16.72,1.72,0.0,98.6
2001-02-03 06:00:00,6.97,17.91,1.78,0.0,98.64
2001-02-03 07:00:00,8.52,16.4,1.62,0.29,98.68
2001-02-03 08:00:00,13.63,11.89,3.15,1.07,98.73
2001-02-03 09:00:00,16.71,9.84,3.07,1.82,98.77
2001-02-03 10:00:00,21.18,6.69,2.78,2.41,98.78
2001-02-03 11:00:00,23.06,5.51,2.75,2.77,98.72
2001-02-03 12:00:00,23.98,4.94,2.76,2.91,98.62
2001-02-03 13:00:00,24.47,4.64,2.83,2.74,98.52
2001-02-03 14:00:00,24.49,4.48,2.85,2.3,98.44
2001-02-03 15:00:00,23.93,4.52,2.78,1.65,98.38
2001-02-03 16:00:00,21.56,6.2,1.44,0.86,98.37
2001-02-03 17:00:00,17.87,7.41,1.4,0.12,98.4
2001-02-03 18:00:00,16.84,7.42,1.42,0.0,98.46
2001-02-03 19:00:00,16.32,7.5,1.36,0.0,98.52
2001-02-03 20:00:00,15.89,7.54,1.28,0.0,98.55
2001-02-03 21:00:00,15.59,7.6,1.14,0.0,98.55
2001-02-03 22:00:00,15.2,7.7,1.01,0.0,98.53
2001-02-03 23:00:00,14.56,8.02,0.93,0.0,98.5
2001-02-04 00:00:00,13.81,8.31,1.0,0.0,98.46
2001-02-04 01:00:00,12.86,8.84,1.17,0.0,98.44
2001-02-04 02:00:00,11.68,9.55,1.35,0.0,98.4
2001-02-04 03:00:00,10.42,10.51,1.5,0.0,98.37
2001-02-04 04:00:00,9.08,11.5,1.65,0.0,98.39
2001-02-04 05:00:00,7.68,12.81,1.75,0.0,98.44
2001-02-04 06:00:00,6.45,14.11,1.8,0.0,98.52
2001-02-04 07:00:00,8.4,12.79,1.77,0.32,98.6
2001-02-04 08:00:00,13.31,9.54,3.73,1.11,98.68
2001-02-04 09:00:00,16.38,8.09,3.34,1.86,98.75
2001-02-04 10:00:00,21.03,5.79,2.75,2.43,98.76
2001-02-04 11:00:00,23.12,4.98,2.68,2.78,98.68
2001-02-04 12:00:00,24.05,4.65,2.67,2.84,98.56
2001-02-04 13:00:00,24.53,4.41,2.54,2.61,98.46
2001-02-04 14:00:00,24.59,4.4,2.35,2.17,98.39
2001-02-04 15:00:00,24.12,4.57,2.16,1.47,98.36
2001-02-04 16:00:00,22.06,6.37,1.09,0.72,98.36
2001-02-04 17:00:00,19.74,6.73,0.99,0.09,98.4
2001-02-04 18:00:00,19.13,6.85,0.78,0.0,98.47
2001-02-04 19:00:00,18.57,7.03,0.55,0.0,98.53
2001-02-04 20:00:00,18.08,7.17,0.43,0.0,98.54
2001-02-04 21:00:00,17.19,7.59,0.66,0.0,98.53
2001-02-04 22:00:00,16.22,8.15,0.98,0.0,98.51
2001-02-04 23:00:00,14.87,8.89,1.26,0.0,98.49
2001-02-05 00:00:00,13.38,9.89,1.47,0.0,98.49
2001-02-05 01:00:00,11.94,10.87,1.62,0.0,98.48
2001-02-05 02:00:00,10.57,12.03,1.7,0.0,98.47
2001-02-05 03:00:00,9.23,13.16,1.75,0.0,98.47
2001-02-05 04:00:00,8.06,14.54,1.75,0.0,98.49
2001-02-05 05:00:00,7.21,15.73,1.77,0.0,98.55
